,Alfalfa & Hay_acres,Alfalfa & Hay_percentage,Almonds_acres,Almonds_percentage,Barren_acres,Barren_percentage,Corn_acres,Corn_percentage,Cotton_acres,Cotton_percentage,Deciduous Forest_acres,Deciduous Forest_percentage,Evergreen Forest_acres,Evergreen Forest_percentage,Fallow_acres,Fallow_percentage,Fruit Trees_acres,Fruit Trees_percentage,Grain Crops_acres,Grain Crops_percentage,Grapes_acres,Grapes_percentage,Grassland_acres,Grassland_percentage,High Intensity Developed_acres,High Intensity Developed_percentage,Low Intensity Developed_acres,Low Intensity Developed_percentage,Mixed Forest_acres,Mixed Forest_percentage,Other Tree Crops_acres,Other Tree Crops_percentage,Rice_acres,Rice_percentage,Shrubland_acres,Shrubland_percentage,Tomatoes_acres,Tomatoes_percentage,Vegs & Fruits_acres,Vegs & Fruits_percentage,Walnuts_acres,Walnuts_percentage,Water_acres,Water_percentage,Wetlands_acres,Wetlands_percentage,Winter Wheat_acres,Winter Wheat_percentage,county,min_elevation,max_elevation,year
2,18760.352619999998,2.3276444616625502,45937.688805,5.69960539092126,4495.04774,0.557711957171077,11214.49027,1.39141020939584,1514.50995,0.187909085114538,7657.504640000001,0.9500859939300671,95147.920035,11.8052434084887,37100.156295,4.603110350644981,9171.5698,1.13793989282284,11045.02528,1.37038425890285,1075.9470099999999,0.13349547045288299,229011.918435,28.414088711299602,1506.281335,0.18688814001186,25552.073525,3.1703104749243503,12277.093579999999,1.52325009319573,1850.9935850000002,0.229657461880807,83036.733125,10.302577776011802,154824.28235999998,19.209440817329998,95.852245,0.0118926307906558,1766.038695,0.219116893523428,28655.150960000003,3.5553171510775297,4332.476995,0.537541393115464,8786.38166,1.09014862477315,11164.67379,1.38522935255801,Glenn,2,1756,2013
2,2065.60476,0.108404462090126,,,4432.999535,0.23264708686934601,,,,,48653.35415,2.5533639288820997,1434369.02217,75.276744756862,0.667185,3.50143611402217e-05,,,,,4.4479,0.000233429074268144,111236.19673,5.83775768964974,753.0294700000001,0.0395195422735969,30830.396455000002,1.61800195683593,88688.01247,4.65441234055481,,,,,175240.81054500001,9.196767054007198,,,,,,,5254.74906,0.275773108340386,3931.721205,0.20633963019932602,,,Humboldt,27,2709,2013
2,203684.01907,7.3061784531929295,524.8522,0.0188265326472817,731884.1534,26.252802042200194,2526.184805,0.0906146543815564,5343.26227,0.191663675162538,135.66095,0.0048661800486618,178.36078999999998,0.00639783016233896,61178.19576,2.19447170037095,39554.72991,1.41883450999162,60265.264285000005,2.1617247018467602,87.62363,0.0031430736707750003,546.6469099999999,0.0196083123928044,5138.21408,0.18430856367915102,45262.27519,1.62356507518647,94.07308499999999,0.00337441665669499,486.15547000000004,0.0174384747317618,,,1339610.738175,48.052052171832,,,75050.528675,2.69207450839616,,,197017.95134,7.0670655338837705,19263.632505,0.6909895895656339,,,Imperial,-81,799,2013
2,1782.71832,0.027322542201670602,,,385049.81031,5.9014032525005105,2.22395,3.40850077366151e-05,,,431.4463,0.00661249150090332,325108.353145,4.98272026447785,349.382545,0.005354754715422229,3.335925,5.11275116049226e-05,0.44478999999999996,6.81700154732301e-06,0.22239499999999998,3.4085007736615097e-06,24425.64285,0.374355639971243,836.427595,0.0128193714097409,27099.72033,0.415339453273749,144.55675,0.00221552550287998,0.667185,1.0225502320984498e-05,,,5726775.998044999,87.7705003256482,,,,,,,6223.2792850000005,0.0953800771493699,26477.90391,0.405809285110592,4.0031099999999995,6.135301392590709e-05,Inyo,-96,3345,2013
2,80808.11283,1.7638650719968,203177.40326,4.43492011480652,216167.49521,4.71846552466944,10907.58517,0.238088823354511,46395.822505000004,1.01271973737705,19720.65423,0.43045892268763797,270503.264005,5.904496993307,257530.074075,5.62132051772159,40376.924225,0.88134029939502,42232.8105,0.921850253945716,68207.434525,1.48881971371186,1120227.411265,24.452124102694796,17260.07595,0.37674985891904705,166012.53002,3.62369189133429,5060.153435,0.110452126529894,64039.307435,1.39783857911759,3.7807150000000003,8.252477260177551e-05,1862557.457815,40.65557193915011,9869.222915,0.215423637279352,27147.75765,0.592576411264631,2212.607855,0.048296409565592,6687.195255,0.14596690513898697,6792.610484999999,0.148267889975061,37411.509294999996,0.8166117512848992,Kern,58,2689,2013
2,69618.97559,8.11986108340728,34154.08973,3.9834895829415498,4751.024385,0.554125619964189,13503.157215000001,1.5749120098940101,101659.86803,11.856882396868901,,,15.122860000000001,0.0017638225978357399,210237.332535,24.5205839394096,5202.486235,0.606780912223109,69703.0409,8.12966586196584,8686.526305,1.01313451248332,139265.305765,16.242912610631198,8199.481255,0.9563290494059679,26610.45133,3.1036533694328994,1914.82095,0.223331067167143,26594.216495,3.10175985399699,1.7791599999999999,0.00020750854092185198,18248.39933,2.1283632271001998,18928.260844999997,2.20765742829996,7140.2138700000005,0.8327836518546209,18896.45836,2.20394821313098,9862.995855,1.1503495351678998,375.625155,0.0438102407021259,63821.582729999995,7.443694502813431,Kings,46,524,2013
2,578.894185,0.07386488429915761,8.45101,0.00107831947881982,1284.99831,0.163961314437393,1.111975,0.00014188414194997602,,,11062.149695,1.41149182094675,206631.420005,26.365450416884002,8.45101,0.00107831947881982,,,72.94556,0.00930759971191844,10753.910225,1.37216153679822,63825.808235000004,8.143951110129901,307.572285,0.0392451536633634,26917.134035000003,3.43453267052629,48891.983985,6.23844708374172,,,,,407379.60268,51.980220215539,,,,,25.130635,0.0032065816080694602,4886.685335,0.623524050213365,1072.38869,0.136833066496557,11.786935,0.0015039719046697501,Lake,18,2140,2013
2,55303.187045000006,1.9180609389737102,3.7807150000000003,0.000131125205442344,16051.136730000002,0.556695916329161,40.253495,0.00139609777559201,36.695175,0.00127268581752863,94.07308499999999,0.0032627036413006797,881507.5062899999,30.5730140624841,5382.40379,0.18667601306562398,2.22395,7.713247378961409e-05,6254.19219,0.21691194279115303,0.22239499999999998,7.71324737896141e-06,92182.50510499999,3.1971333253321204,959.634425,0.0332826624402185,22721.20757,0.7880316317189708,1446.90187,0.050182387447522896,13.566095,0.000470508090116646,0.22239499999999998,7.71324737896141e-06,1753138.4506299999,60.8034828088685,10.23017,0.00035480937943222504,1850.1040050000001,0.06416650494558,5.115085,0.00017740468971611198,19914.360275,0.690682736549099,21931.26053,0.7606341770289,4437.0026450000005,0.153886998457659,Lassen,1145,2666,2013
2,1558.7665550000002,0.0669875263090188,23.351475,0.0010035226512265598,83630.75017,3.59400646574423,0.667185,2.8672075749330395e-05,27.799375,0.00119466982288877,58.045094999999996,0.0024944705901917396,112711.56515999998,4.84374578878887,5549.20004,0.23847521136576397,2.22395,9.557358583110121e-05,368.508515,0.015836543172213502,6.894245,0.00029627811607641397,216498.41896999997,9.30395477763754,348959.54971,14.9964322380409,370012.12759499997,15.901160473593901,33782.022895,1.45177232613301,198.153945,0.00851560649755112,,,1143530.4041549999,49.142876967549505,2.66874,0.00011468830299732098,120.760485,0.0051896457106288,,,7740.457975,0.332643865485148,2034.91425,0.0874498310354576,133.214605,0.00572485779128296,Los Angeles,69,3032,2013
2,32203.240789999996,2.44055032975627,117987.441745,8.94177985798485,54506.56815499999,4.1308271969284505,2046.7011850000001,0.15511101148290002,2212.607855,0.167684391311896,13121.74979,0.994443105456274,426041.434315,32.2879169145667,20936.71009,1.5867066003502301,1555.43063,0.11787964949596899,16633.144444999998,1.26055717264127,112188.71451500001,8.50231832224595,303470.65401500004,22.998784798008497,2242.853575,0.16997658924318698,26518.82459,2.0097519538459196,78.50543499999999,0.005949601983425389,13922.149394999999,1.0551020786527299,9.340589999999999,0.0007078846552517461,142921.034775,10.831393673196601,4001.7756299999996,0.303278011585712,961.413585,0.072861556301269,744.13367,0.0563948108683891,8699.425215000001,0.659293429987679,1032.1351949999998,0.07822125440531791,15471.352965,1.1725098050452,Madera,61,3959,2013
2,5.33748,0.00179720893452468,,,253.08551,0.0852176569787121,0.44478999999999996,0.00014976741121039,,,5512.28247,1.85606752713037,70883.95835,23.867683487543804,64.93934,0.021866042036717,,,2829.531585,0.952745386414898,1250.527085,0.4210710766180121,121042.25946500001,40.7567297986227,3516.732135,1.18413603673495,17178.23459,5.78416718835648,23425.31014,7.88765047880641,,,,,42625.11528,14.3525105511141,,,,,,,3552.9825200000005,1.1963420807485998,4846.43184,1.63186571254841,,,Marin,-53,577,2013
2,4.670294999999999,0.000526433346393894,58.26749,0.00656788270262858,19395.512740000002,2.18625261931925,0.22239499999999998,2.5068254590185398e-05,,,23163.996015,2.61103419334994,379112.086205,42.7333271665427,13.121305,0.00147902702082094,0.22239499999999998,2.5068254590185398e-05,4.89269,0.000551501600984079,28.466559999999998,0.00320873658754373,229639.29473000002,25.8848279152061,176.13683999999998,0.0198540576354269,8642.492095,0.974177441629196,679.19433,0.0765584495184263,6.67185,0.000752047637705563,,,219476.73281,24.739308953453,,,4.4479,0.000501365091803708,0.22239499999999998,2.5068254590185398e-05,6368.5032200000005,0.71785453844455,380.29545,0.0428667153492171,2.446345,0.00027575080049203996,Mariposa,269,3952,2013
2,5976.865625,0.26979377816898004,3.5583199999999997,0.000160621412119207,1689.7572100000002,0.0762750930801083,,,,,39866.305305,1.79955210719231,1242562.4528649999,56.0888666071297,7.339035000000001,0.000331281662495864,0.667185,3.01165147723513e-05,176.804025,0.00798087641467309,17075.93289,0.7708020790835579,197587.504935,8.919035966346602,1571.220675,0.0709243922888872,95384.993105,4.30564768978223,107390.319995,4.84756425659592,,,0.44478999999999996,2.0077676514900802e-05,500201.9382,22.578953455127202,,,,,10.452565,0.00047182539810017,4081.39304,0.18423275970073,1752.02781,0.0790859677921944,6.004665,0.000271048632951161,Mendocino,7,2252,2013
2,117482.160305,9.7322977448352,129201.042435,10.7030974801286,6547.5311950000005,0.5424016967163701,33730.64965,2.79426871848687,39887.210435,3.3042821748979696,201.48987,0.0166915504644894,320.91598500000003,0.0265848866669516,30481.01391,2.52506680304855,2628.041715,0.21770866648882,65542.25284500001,5.42956239397365,15494.704440000001,1.2835912847261601,462364.54248,38.302576173161796,4733.0103899999995,0.392085625811548,42937.580255,3.55697677332064,18330.463085,1.5185073553362098,4119.20019,0.34123719393297197,2610.47251,0.21625322224302002,38974.72375,3.2286911908407996,24523.719044999998,2.0315606636531003,9494.93213,0.786566286457957,3940.8394,0.32646167133637105,18380.279565,1.5226341845901201,86637.75296499999,7.177127196246939,48572.402369999996,4.02376906263495,Merced,2,543,2013
2,86910.63162999999,3.26316856528433,,,121704.32938,4.56954154449776,,,,,0.667185,2.5050296820967e-05,725662.2084850001,27.2458968866322,8106.075355,0.304352756275809,,,17571.206555,0.659732967175928,,,539347.46131,20.250476247893104,194.81802,0.00731468667172237,20705.196894999997,0.777402561442951,36.47278,0.00136941622621286,,,,,984129.2326950001,36.95036517487701,,,9219.60712,0.346161701670003,,,111154.57776500001,4.17343790106569,33958.604525,1.27501835769252,4680.52517,0.17573618229802399,Modoc,1271,3004,2013
2,4084.728965,0.20531746179906898,,,95037.612115,4.77703207779326,,,,,1056.82104,0.0531207371083561,457750.73581000004,23.0086794052847,36.250384999999994,0.0018221128258969002,0.44478999999999996,2.2357212587692e-05,0.22239499999999998,1.1178606293846e-05,,,85302.048595,4.2876774086738605,520.84909,0.0261802959401873,8942.947740000001,0.44951411628813503,376.069945,0.018903023242893603,1.33437,6.707163776307589e-05,,,1274959.3997,64.08538487773791,,,1.556765,7.825024405692191e-05,,,56346.664385000004,2.8322452264276996,5050.812845,0.253877327539536,1.33437,6.707163776307589e-05,Mono,1283,4323,2013
2,10144.77032,0.49466271552436897,1157.34358,0.056432496746510394,17315.897095,0.844329482932369,1703.10091,0.0830438239978433,978.3156050000001,0.04770302713064941,42.032655,0.0020495276489412902,280396.727975,13.672247129224498,23603.003744999998,1.15089110534279,461.24723,0.0224905838301811,12578.883595000001,0.613350970115176,65368.784745000004,3.1874058803225496,660262.73323,32.1946526413911,9664.84191,0.471261230516881,115803.967635,5.6466438659426705,179450.303105,8.75006248890517,3656.3961950000003,0.17828721733462302,1495.161585,0.072904626369483,613882.25598,29.9331235874932,3661.95607,0.178558318875488,10383.400155,0.506298393658306,695.20677,0.0338985366697908,6848.654025,0.33394287803781497,28255.951935,1.3777705628621,3035.0245649999997,0.147988909127523,Monterey,95,1594,2013
2,44.034209999999995,0.009882705265784879,10.452565,0.00234589468430247,77.83825,0.0174694285001248,1.111975,0.00024956326428749695,,,4925.382065,1.10541552283504,60811.24401,13.6480159720489,45.81337,0.0102820064886449,10.67496,0.0023958073371599694,126.987545,0.0285001247816321,31633.687195,7.099625655103569,75935.215985,17.042325929623196,3321.69172,0.7454953830796109,12791.71561,2.8708759670576502,59329.870915,13.315547791365102,,,1.556765,0.000349388570002496,165580.19414,37.1615672572997,0.667185,0.000149737958572498,7.339035000000001,0.0016471175442974804,23.351475,0.005240828550037429,25695.96309,5.76700773646119,5167.792615,1.15982031444971,25.79782,0.0057898677314699295,Napa,-32,84,2013
2,1.7791599999999999,0.000265257618198795,,,1318.35756,0.196555895085307,,,,,30974.508414999997,4.61803566123419,434671.69468500005,64.80585131779979,4.670294999999999,0.000696301247771836,,,0.8895799999999999,0.000132628809099397,360.057505,0.0536815104829811,54790.56657,8.16880729564553,1162.68106,0.17334585349291198,15124.416765,2.25492185510568,4571.99641,0.6816457643663529,,,,,119326.03725,17.790496880570398,,,,,0.22239499999999998,3.31572022748493e-05,8290.663204999999,1.23606734360411,127.43233500000001,0.0189990769034887,3.11353,0.00046420083184789103,Nevada,256,2784,2013
2,4.4479,0.0014284469496229598,,,986.98901,0.316972378121335,0.22239499999999998,7.142234748114808e-05,3.5583199999999997,0.0011427575596983698,,,3142.2189550000003,1.00912634756114,1.111975,0.00035711173740573995,,,,,,,25015.211994999998,8.03365706702702,49422.84085,15.872188280735502,73948.11666,23.748501916261603,1606.13669,0.515812193508851,,,,,153801.71015,49.393552847537606,,,50.038875,0.0160700281832583,,,1361.50219,0.43724761127958794,2030.688745,0.6521574548503629,5.33748,0.00171413633954755,Orange,-16,1732,2013
2,4397.19394,0.5418256993969,136.99532,0.016880671193025,1893.02624,0.233260183758164,326.253465,0.040201208831441,7.5614300000000005,0.000931725358056574,17454.004390000002,2.15069616326459,486902.494805,59.996508770276,25365.03933,3.12550011728778,374.290785,0.0461204052238004,337.81800499999997,0.0416262005555275,428.33277000000004,0.05277950116520481,95428.36013,11.758757670292,5460.019645,0.672787919577852,25099.722094999997,3.0928075186947996,7721.1096099999995,0.951401205323769,13.78849,0.0016990285941031699,14813.508555,1.8253321874938297,116796.96130999998,14.3918135321599,183.92066499999999,0.0226628491503761,296.67492999999996,0.0365565184602197,1117.7572699999998,0.137730930870363,4821.301205,0.594084530509073,1332.59084,0.16420289251397,842.654655,0.10383257004930499,Placer,174,2787,2013
2,8496.37858,0.524527178646785,,,375.84755,0.0232030921346735,,,,,444.12281500000006,0.0274180917118006,1182922.5633200002,73.02817651704291,15.122860000000001,0.00093361554151349,,,461.69202,0.0285027332967942,6.004665,0.000370700288542121,54696.493485,3.3767089283301797,678.30475,0.0418754029649433,11643.045435,0.718787859483172,84.287705,0.0052035336799060704,,,,,343570.47407,21.210454516996695,,,,,,,9764.91966,0.6028410470113871,6656.72714,0.410955593949732,0.667185,4.1188920949124496e-05,Plumas,978,2543,2013
2,62125.15367000001,1.42860839633841,51.15085,0.00117624713136338,294338.44813000003,6.768504438594119,617.36852,0.0141967914637598,14786.376365,0.340022360969379,350.49452,0.00805984990882039,91126.79604,2.0955200633496003,26366.261619999997,0.6063093691561611,12910.919329999999,0.296895004192042,10505.495009999999,0.241580704310189,8153.0007,0.187483564503398,283957.04953,6.52977741210698,41136.180755,0.9459532853963192,176321.42785,4.05462614416883,6952.512490000001,0.159877555742096,1750.6934399999998,0.04025833660040241,,,3192056.34013,73.403415842126,4.0031099999999995,9.20541233240908e-05,17370.161475,0.399438183457117,,,60121.597115,1.38253530761471,10133.65057,0.233029899076973,37513.14381,0.862639189670054,Riverside,-81,3263,2013
2,41703.732794999996,10.263307830273199,298.89887999999996,0.07355915190238531,1484.26423,0.365278109967648,31933.030864999997,7.85873358944032,1.33437,0.00032838907099279097,1819.413495,0.447758498298671,260.424545,0.0640906003554264,27490.69074,6.76547164059349,6511.0584149999995,1.6023744719093298,7776.26357,1.91374204272232,20486.13782,5.04164794392866,165544.833335,40.7406596570195,19591.66513,4.82151780333983,40463.435880000005,9.9580701887854,1.556765,0.000383120582824923,5.33748,0.00131355628397117,5675.5204,1.3967481819560101,161.236375,0.0396803460782956,2493.04795,0.6135402476381979,3220.946785,0.7926764858647659,1564.548825,0.38503618573904796,5607.91232,1.38010980235904,15812.729290000001,3.89151995428824,6430.106635,1.58245220160243,Sacramento,27,1329,2013
2,2136.993555,0.25540682886998195,241.52097,0.0288658357948591,5606.13316,0.6700276139197121,208.828905,0.024958581778427903,60.713834999999996,0.007256328887657941,16.679625,0.00199349694715878,29965.724694999997,3.5814102954282703,11293.885285,1.34981007290085,200.822685,0.024001703243791698,2899.14122,0.346496349375491,2880.2376449999997,0.344237052835377,364098.199755,43.5158853797731,934.50379,0.111688988959482,29462.8896,3.52131300746126,68504.999035,8.18750460165545,926.94236,0.11078527034343699,45.81337,0.00547547161486277,307049.87914499996,36.6976473812228,3862.1115700000005,0.46158757312479104,682.975045,0.081627054996328,192.371675,0.0229916647905645,668.741765,0.0799259376014192,1282.551965,0.153286625256862,3479.14738,0.415816883218025,San Benito,15,1299,2013
2,2744.3543,0.0220243575830434,3.335925,2.6771909541787e-05,1367545.99652,10.975012241901801,0.667185,5.3543819083574e-06,18.903575,0.00015170748740346,78.72783000000001,0.000631817065186173,226039.16447,1.8140396034359099,396.75268,0.0031840724415032003,47.59253,0.000381945909462828,912.931475,0.00732657924460237,,,108651.96682999999,0.8719682329518801,39496.684815,0.31697405459285,192819.57853,1.54744135863086,11066.3752,0.08881134791995471,30.023325,0.00024094718587608298,,,10491140.524725,84.1948980022373,0.22239499999999998,1.78479396945247e-06,6.67185,5.3543819083574e-05,0.667185,5.3543819083574e-06,13926.152505000002,0.11176201357314401,5107.07878,0.0409860087145064,507.50539000000003,0.00407289983829053,San Bernardino,-3,3493,2013
2,82.063755,0.0023880867477365,,,306248.812355,8.911957907544151,,,0.44478999999999996,1.2943559608327903e-05,10.452565,0.000304173650795705,67964.57918500001,1.97779532349191,54.931565,0.00159852961162849,,,0.8895799999999999,2.5887119216655805e-05,,,331773.531295,9.65473701922766,693659.123195,20.185746552159305,446830.918915,13.0029511315907,28685.39668,0.8347560462602821,,,,,1535933.927535,44.696266430231,,,0.8895799999999999,2.5887119216655805e-05,,,9228.05813,0.26854003119397896,15290.768225,0.444967220435292,616.03415,0.0179268300575341,San Diego,-72,1981,2013
2,,,,,16.012439999999998,0.12198014434317099,,,,,25.575425,0.19482939721478698,858.2223050000001,6.53779690305967,0.667185,0.00508250601429878,,,,,6.67185,0.0508250601429878,159.457215,1.21471893741741,5134.655760000001,39.1149662860434,6257.528115,47.668823908108294,252.418325,1.9228814420763698,,,,,75.83669499999999,0.577711516958628,,,,,,,302.234805,2.30237522447735,37.362359999999995,0.28462033680073195,0.44478999999999996,0.00338833734286586,San Francisco,30,667,2013
2,77503.32312999999,11.317521871447001,50948.692944999995,7.43984804057361,1675.746325,0.244703000055533,64512.78639,9.420562131666781,46.925345,0.006852333511840411,68.720055,0.010034933910704699,47.59253,0.006949760054662789,31123.068275,4.54478584509245,14235.726345,2.07879014420103,43682.8259,6.37884051372367,49479.77397,7.22534726879301,136224.94372,19.8924216114155,17996.870585,2.6280160416050298,30743.440010000002,4.48935014222651,6165.67898,0.9003511577358461,75.39190500000001,0.011009199338928402,3994.436595,0.583292711877562,17001.208169999998,2.48262316419977,31591.20975,4.61314680263948,10986.313,1.6042904051417801,59036.531910000005,8.62088506818072,7261.419145,1.06035801656446,7795.167145,1.13829925082236,22610.454859999998,3.3017205852217604,San Joaquin,6,1889,2013
